City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
476,playas,-2.6333,-80.3833,25.1,82,100,1.41,EC,1703824048
477,santa cruz,-17.8,-63.1667,28.9,55,73,5.53,BO,1703824048
478,zeya,53.75,127.2667,-20.84,90,94,1.05,RU,1703824049
479,vanimo,-2.6741,141.3028,27.87,84,100,1.02,PG,1703824049
480,praia da vitoria,38.7333,-27.0667,12.64,95,8,2.67,PT,1703824049
481,puerto armuelles,8.2833,-82.8667,23.94,92,100,2.24,PA,1703824049
482,guelmim,28.987,-10.0574,11.19,19,56,5.66,MA,1703824050
483,linxia chengguanzhen,35.6003,103.2064,2.88,27,0,1.42,CN,1703824008
484,flekkefjord,58.2971,6.6607,5.24,97,100,5.44,NO,1703824050
485,bokoro,12.3807,17.0568,18.26,25,3,3.89,TD,1703824050
486,tolanaro,-25.0319,46.9987,24.04,94,75,3.09,MG,1703824050
487,tanumah,27.1,44.1333,14.97,67,8,3.91,SA,1703824051
488,sao vicente,-23.9631,-46.3919,28.1,75,1,1.79,BR,1703824051
489,vyazemskiy,47.5378,134.7525,-10.19,90,100,3.48,RU,1703824051
490,akure,7.2526,5.1931,19.83,38,40,1.15,NG,1703824051
491,jolalpan,18.325,-98.8417,18.67,49,0,0.87,MX,1703824052
492,pangody,65.85,74.4859,-12.35,97,93,3.47,RU,1703824052
493,pimentel,-6.8367,-79.9342,23.16,83,0,5.66,PE,1703824052
494,viedma,-40.8135,-62.9967,14.85,63,1,6.81,AR,1703824052
495,krasnokamensk,50.0979,118.0369,-17.15,98,100,0.23,RU,1703824052
496,zhezqazghan,47.7833,67.7667,-2.68,86,75,16.0,KZ,1703824053
497,saurimo,-9.6608,20.3916,18.33,99,99,1.59,AO,1703824053
498,enshi,30.3,109.4833,11.41,87,97,0.91,CN,1703824053
499,san-pedro,4.7485,-6.6363,25.51,87,19,0.92,CI,1703824053
500,plast,54.3691,60.8136,-9.5,80,100,10.0,RU,1703824054
501,camiri,-20.05,-63.5167,23.17,72,100,0.84,BO,1703824054
502,viechtach,49.0792,12.8847,9.58,76,99,2.68,DE,1703824054
503,ebon,4.582,168.6964,28.65,78,94,4.02,MH,1703824054
504,kapuskasing,49.4169,-82.4331,-4.95,93,0,2.57,CA,1703824055
505,kilimatinde,-5.85,34.95,19.48,87,100,1.27,TZ,1703824055
506,nizhniy ingash,56.2,96.53,-6.05,91,85,2.98,RU,1703824055
507,rongelap,11.1635,166.8941,27.65,82,46,6.65,MH,1703824055
508,caninde,-4.3589,-39.3117,25.38,81,8,1.47,BR,1703824056
509,vakarai,55.6035,23.8213,6.29,93,100,5.75,LT,1703824056
510,hohhot,40.8106,111.6522,-6.84,68,100,1.0,CN,1703824056
511,kalampaka,39.7044,21.6269,8.65,67,71,1.56,GR,1703824056
512,kyshtovka,56.555,76.6271,-0.37,94,100,8.05,RU,1703824057
513,oriximina,-1.7656,-55.8661,25.37,85,78,1.44,BR,1703824057
514,mccook,40.2019,-100.6257,-3.54,86,71,3.71,US,1703824057
515,mae hong son,19.3003,97.9685,24.08,69,20,0.51,TH,1703824057
516,moyynkum,44.2914,72.9469,4.47,81,100,10.15,KZ,1703824058
517,bardai,11.65,7.2333,14.16,32,1,4.12,NG,1703824058
518,caleta olivia,-46.4393,-67.5281,12.32,58,58,1.97,AR,1703824058
519,ronne,55.1009,14.7066,5.95,93,100,5.14,DK,1703824059
520,vylkove,45.4021,29.586,6.08,75,79,3.43,UA,1703824059
521,baker city,44.7749,-117.8344,2.84,65,0,3.6,US,1703823997
522,sinabang,2.4803,96.3801,27.6,80,99,0.5,ID,1703824059
523,chui,-33.6971,-53.4616,23.23,69,81,2.83,UY,1703824060
524,artvin,41.1667,41.8333,0.27,77,10,2.26,TR,1703824060
525,garbahaarrey,3.3289,42.2209,27.22,64,95,1.87,SO,1703824060
526,manicore,-5.8092,-61.3003,24.1,96,94,0.69,BR,1703824060
527,tottori,35.5,134.2333,11.04,58,40,2.57,JP,1703824061
528,rikaze,29.25,88.8833,-1.34,11,0,0.44,CN,1703824061
529,sirte,31.2089,16.5887,14.17,74,89,4.09,LY,1703824061
530,vikulovo,56.8167,70.6107,0.33,98,100,8.51,RU,1703824061
531,katabu,-4.9333,122.5167,30.21,72,49,1.65,ID,1703824062
532,palikir - national government center,6.9248,158.1611,27.7,74,87,2.48,FM,1703824062
533,igarka,67.4667,86.5833,-19.01,96,100,3.14,RU,1703824062
534,ketchikan,55.3422,-131.6461,8.99,96,100,3.18,US,1703824062
535,barah,13.7,30.3667,14.66,37,2,4.23,SD,1703824063
536,lerwick,60.1545,-1.1494,3.0,81,100,8.79,GB,1703824063
537,robertsport,6.7533,-11.3686,26.03,86,91,1.91,LR,1703824063
538,barbacoas,1.6715,-78.1398,23.89,96,99,0.29,CO,1703824063
539,high river,50.5834,-113.8687,1.75,78,34,3.74,CA,1703824064
540,kharp,66.8014,65.8081,-9.21,94,100,4.65,RU,1703824064
541,redwood falls,44.5394,-95.1169,0.01,89,34,3.8,US,1703824064
542,cardonal,20.6,-99.1333,9.14,87,54,1.97,MX,1703824065
543,nuriootpa,-34.4833,139.0,26.88,32,39,4.26,AU,1703824065
544,kilindoni,-7.9139,39.6668,28.09,82,99,4.63,TZ,1703824065
545,baynjiwayn,35.6183,45.9541,3.29,59,0,2.16,IQ,1703824065
546,znamenskoye,57.1281,73.8282,0.35,97,100,7.28,RU,1703824066
547,ulladulla,-35.35,150.4667,18.74,87,100,2.7,AU,1703824066
548,tvoroyri,61.5556,-6.8111,4.09,68,100,16.08,FO,1703824066
549,luderitz,-26.6481,15.1594,14.26,92,0,1.25,NA,1703824066
550,soe,-9.8607,124.284,30.0,46,50,3.17,ID,1703824067
551,howard springs,-12.497,131.047,35.46,67,81,1.3,AU,1703824067
552,mossel bay,-34.1831,22.146,17.96,90,5,2.26,ZA,1703824067
553,lamu,-2.2717,40.902,27.12,86,99,3.41,KE,1703824067
554,livny,52.4253,37.6069,-1.03,95,100,6.03,RU,1703824068
555,suzemka,52.3178,34.0689,1.21,96,100,4.84,RU,1703824068
556,strezhevoy,60.7333,77.5889,-4.21,92,100,6.84,RU,1703824068
557,tromso,69.6496,18.957,-7.99,93,99,0.51,NO,1703824068
558,gua musang,4.8823,101.9644,27.8,87,65,1.05,MY,1703824069
559,katsuren-haebaru,26.3369,127.8719,22.43,78,100,8.23,JP,1703824069
560,namibe,-15.1961,12.1522,20.33,81,14,2.69,AO,1703824069
561,nadym,65.5333,72.5167,-14.63,99,86,3.44,RU,1703824069
562,salinopolis,-0.6136,-47.3561,26.44,87,97,3.81,BR,1703824070
563,turbo,8.0937,-76.7269,24.51,93,100,3.14,CO,1703824070
564,maryborough,-25.5333,152.7,34.86,43,0,4.64,AU,1703824070
565,safford,32.834,-109.7076,11.17,26,66,0.62,US,1703824070
566,desnogorsk,54.1508,33.2815,0.81,99,100,4.83,RU,1703824071
567,alvorada,-12.48,-49.1247,23.3,88,47,1.73,BR,1703824071
568,argo,37.6333,22.7333,10.13,69,2,1.24,GR,1703824071
569,bumba,2.1833,22.4667,21.77,59,68,0.75,CD,1703824071
570,tevriz,57.509,72.4042,0.36,98,100,6.23,RU,1703824072
571,sao joao da barra,-21.6403,-41.0511,23.0,91,0,3.79,BR,1703824072
572,riachao das neves,-11.7461,-44.91,24.27,58,95,0.44,BR,1703824072
573,rustaq,23.3908,57.4244,19.41,81,19,0.33,OM,1703824072
574,mazagao,-0.115,-51.2894,24.3,96,40,1.67,BR,1703824073
